Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.0.108-192.168.0.1-1655-0-6,192.168.0.108,1655,192.168.0.1,0,6,23-03-2024 19:56,3174,2,1,42,0,21,21,21,0,0,0,0,0,13232.51418,945.1795841,1587,2235.871642,3168,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,40,20,630.1197227,315.0598614,0,21,15.75,10.5,110.25,0,2,1,0,1,0,0,0,0,21,21,0,0,0,0,0,0,0,0,14,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1049-0-6,192.168.0.108,1049,192.168.0.1,0,6,23-03-2024 19:57,18091146,4,2,184,0,48,44,46,2.309401077,0,0,0,0,10.17072108,0.331653948,3618229.2,8088755.593,1.81E+07,8,1.81E+07,6029667.667,1.04E+07,1.81E+07,8,1.81E+07,1.81E+07,0,1.81E+07,1.81E+07,0,0,0,0,80,40,0.221102632,0.110551316,0,48,32.57142857,22.32231427,498.2857143,0,4,2,0,2,0,0,0,0,38,46,0,0,0,0,0,0,0,0,30,0,0,512,0,3,20,1155,0,1155,1155,8.56E+14,1.21E+15,1.71E+15,1.81E+07,NeedManualLabel
192.168.0.108-192.168.0.1-2787-0-6,192.168.0.108,2787,192.168.0.1,0,6,23-03-2024 19:58,2838,2,1,100,0,50,50,50,0,0,0,0,0,35236.08175,1057.082452,1419,1996.86955,2831,7,7,7,0,7,7,0,0,0,0,0,0,0,0,0,40,20,704.721635,352.3608175,0,50,37.5,25,625,0,2,1,0,1,0,0,0,0,50,50,0,0,0,0,0,0,0,0,33,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1646-0-6,192.168.0.108,1646,192.168.0.1,0,6,23-03-2024 19:56,1304,2,1,42,0,21,21,21,0,0,0,0,0,32208.58896,2300.613497,652,905.0966799,1292,12,12,12,0,12,12,0,0,0,0,0,0,0,0,0,40,20,1533.742331,766.8711656,0,21,15.75,10.5,110.25,0,2,1,0,1,0,0,0,0,21,21,0,0,0,0,0,0,0,0,14,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2904-0-6,192.168.0.108,2904,192.168.0.1,0,6,23-03-2024 19:57,1715,2,1,124,0,62,62,62,0,0,0,0,0,72303.207,1749.271137,857.5,1194.303353,1702,13,13,13,0,13,13,0,0,0,0,0,0,0,0,0,40,20,1166.180758,583.090379,0,62,46.5,31,961,0,2,1,0,1,0,0,0,0,62,62,0,0,0,0,0,0,0,0,41,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1052-0-6,192.168.0.108,1052,192.168.0.1,0,6,23-03-2024 19:57,18090924,4,2,184,0,48,44,46,2.309401077,0,0,0,0,10.17084589,0.331658018,3618184.8,8088872.076,1.81E+07,9,1.81E+07,6029762.667,1.04E+07,1.81E+07,9,1.81E+07,1.81E+07,0,1.81E+07,1.81E+07,0,0,0,0,80,40,0.221105345,0.110552673,0,48,32.57142857,22.32231427,498.2857143,0,4,2,0,2,0,0,0,0,38,46,0,0,0,0,0,0,0,0,30,0,0,512,0,3,20,1279,0,1279,1279,8.56E+14,1.21E+15,1.71E+15,1.81E+07,NeedManualLabel
192.168.0.108-95.216.192.15-51189-123-17,192.168.0.108,51189,95.216.192.15,123,17,23-03-2024 19:59,172654,2,1,96,48,48,48,48,0,48,48,48,0,834.0380182,17.37579205,86327,122074.9147,172647,7,7,7,0,7,7,0,0,0,0,0,0,0,0,0,16,8,11.58386136,5.791930682,48,48,48,0,0,0,0,0,0,0,0,0,0,0,64,48,48,0,0,0,0,0,0,0,32,0,16,0,0,1,8,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2912-0-6,192.168.0.108,2912,192.168.0.1,0,6,23-03-2024 19:57,1086,2,1,124,0,62,62,62,0,0,0,0,0,114180.4788,2762.430939,543,756.6042559,1078,8,8,8,0,8,8,0,0,0,0,0,0,0,0,0,40,20,1841.620626,920.8103131,0,62,46.5,31,961,0,2,1,0,1,0,0,0,0,62,62,0,0,0,0,0,0,0,0,41,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-183.82.243.66-33118-53-17,192.168.0.108,33118,183.82.243.66,53,17,23-03-2024 19:58,3947,4,2,156,197,39,39,39,0,103,94,98.5,6.363961031,89435.01393,1520.14188,789.4,1663.300274,3762,0,185,61.66666667,94.81736831,171,2,0,0,0,0,0,0,0,0,0,32,16,1013.42792,506.71396,39,103,56,29.14904229,849.6666667,0,0,0,0,0,0,0,0,0,65.33333333,39,98.5,0,0,0,353,6,89435,0,26,0,32,0,0,3,8,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1719-0-6,192.168.0.108,1719,192.168.0.1,0,6,23-03-2024 19:56,1386,2,1,20,0,10,10,10,0,0,0,0,0,14430.01443,2164.502165,693,971.5647174,1380,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,40,20,1443.001443,721.5007215,0,10,7.5,5,25,0,2,1,0,1,0,0,0,0,10,10,0,0,0,0,0,0,0,0,6,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2955-0-6,192.168.0.108,2955,192.168.0.1,0,6,23-03-2024 19:57,1288,2,1,52,0,26,26,26,0,0,0,0,0,40372.67081,2329.192547,644,900.8540392,1281,7,7,7,0,7,7,0,0,0,0,0,0,0,0,0,40,20,1552.795031,776.3975155,0,26,19.5,13,169,0,2,1,0,1,0,0,0,0,26,26,0,0,0,0,0,0,0,0,17,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1061-0-6,192.168.0.108,1061,192.168.0.1,0,6,23-03-2024 19:57,1422,2,1,88,0,44,44,44,0,0,0,0,0,61884.66948,2109.704641,711,991.3637072,1412,10,10,10,0,10,10,0,0,0,0,0,0,0,0,0,40,20,1406.469761,703.2348805,0,44,33,22,484,0,2,1,0,1,0,0,0,0,44,44,0,0,0,0,0,0,0,0,29,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2336-0-6,192.168.0.108,2336,192.168.0.1,0,6,23-03-2024 19:56,1701,2,1,174,0,87,87,87,0,0,0,0,0,102292.769,1763.66843,850.5,1185.818072,1689,12,12,12,0,12,12,0,0,0,0,0,0,0,0,0,40,20,1175.778954,587.8894768,0,87,65.25,43.5,1892.25,0,2,1,0,1,0,0,0,0,87,87,0,0,0,0,0,0,0,0,58,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2786-0-6,192.168.0.108,2786,192.168.0.1,0,6,23-03-2024 19:58,2834,2,1,100,0,50,50,50,0,0,0,0,0,35285.8151,1058.574453,1417,1995.455337,2828,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,40,20,705.716302,352.858151,0,50,37.5,25,625,0,2,1,0,1,0,0,0,0,50,50,0,0,0,0,0,0,0,0,33,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2124-0-6,192.168.0.108,2124,192.168.0.1,0,6,23-03-2024 19:56,3745,2,1,182,0,91,91,91,0,0,0,0,0,48598.13084,801.0680908,1872.5,2624.073265,3728,17,17,17,0,17,17,0,0,0,0,0,0,0,0,0,40,20,534.0453939,267.0226969,0,91,68.25,45.5,2070.25,0,2,1,0,1,0,0,0,0,91,91,0,0,0,0,0,0,0,0,60,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1654-0-6,192.168.0.108,1654,192.168.0.1,0,6,23-03-2024 19:56,1692,2,1,42,0,21,21,21,0,0,0,0,0,24822.69504,1773.049645,846,1178.039897,1679,13,13,13,0,13,13,0,0,0,0,0,0,0,0,0,40,20,1182.033097,591.0165485,0,21,15.75,10.5,110.25,0,2,1,0,1,0,0,0,0,21,21,0,0,0,0,0,0,0,0,14,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2131-0-6,192.168.0.108,2131,192.168.0.1,0,6,23-03-2024 19:56,1242,2,1,182,0,91,91,91,0,0,0,0,0,146537.8422,2415.458937,621,869.7413409,1236,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,40,20,1610.305958,805.1529791,0,91,68.25,45.5,2070.25,0,2,1,0,1,0,0,0,0,91,91,0,0,0,0,0,0,0,0,60,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1825-0-6,192.168.0.108,1825,192.168.0.1,0,6,23-03-2024 19:56,1378,2,1,40,0,20,20,20,0,0,0,0,0,29027.5762,2177.068215,689,963.079436,1370,8,8,8,0,8,8,0,0,0,0,0,0,0,0,0,40,20,1451.37881,725.6894049,0,20,15,10,100,0,2,1,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,13,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2327-0-6,192.168.0.108,2327,192.168.0.1,0,6,23-03-2024 19:56,1501,2,1,174,0,87,87,87,0,0,0,0,0,115922.7182,1998.667555,750.5,1041.568289,1487,14,14,14,0,14,14,0,0,0,0,0,0,0,0,0,40,20,1332.445037,666.2225183,0,87,65.25,43.5,1892.25,0,2,1,0,1,0,0,0,0,87,87,0,0,0,0,0,0,0,0,58,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-95.216.192.15-50021-123-17,192.168.0.108,50021,95.216.192.15,123,17,23-03-2024 20:01,187313,2,1,96,48,48,48,48,0,48,48,48,0,768.7667167,16.01597326,93656.5,132441.8072,187307,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,16,8,10.67731551,5.338657755,48,48,48,0,0,0,0,0,0,0,0,0,0,0,64,48,48,0,0,0,0,0,0,0,32,0,16,0,0,1,8,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2793-0-6,192.168.0.108,2793,192.168.0.1,0,6,23-03-2024 19:58,1894,2,1,100,0,50,50,50,0,0,0,0,0,52798.31045,1583.949314,947,1330.774962,1888,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,40,20,1055.966209,527.9831045,0,50,37.5,25,625,0,2,1,0,1,0,0,0,0,50,50,0,0,0,0,0,0,0,0,33,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2963-0-6,192.168.0.108,2963,192.168.0.1,0,6,23-03-2024 19:57,1949,2,1,52,0,26,26,26,0,0,0,0,0,26680.3489,1539.250898,974.5,1359.76634,1936,13,13,13,0,13,13,0,0,0,0,0,0,0,0,0,40,20,1026.167265,513.0836326,0,26,19.5,13,169,0,2,1,0,1,0,0,0,0,26,26,0,0,0,0,0,0,0,0,17,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2914-0-6,192.168.0.108,2914,192.168.0.1,0,6,23-03-2024 19:57,1605,2,1,124,0,62,62,62,0,0,0,0,0,77258.56698,1869.158879,802.5,1115.107394,1591,14,14,14,0,14,14,0,0,0,0,0,0,0,0,0,40,20,1246.105919,623.0529595,0,62,46.5,31,961,0,2,1,0,1,0,0,0,0,62,62,0,0,0,0,0,0,0,0,41,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-95.216.192.15-58413-123-17,192.168.0.108,58413,95.216.192.15,123,17,23-03-2024 20:01,15416394,4,1,192,48,48,48,48,0,48,48,48,0,15.56784291,0.324330061,3854098.5,7592534.014,1.52E+07,12,1.52E+07,5080754,8800099.82,1.52E+07,12,0,0,0,0,0,0,0,0,0,32,8,0.259464048,0.064866012,48,48,48,0,0,0,0,0,0,0,0,0,0,0,57.6,48,48,0,0,0,0,0,0,0,38,0,9,0,0,3,8,16,0,16,16,8.56E+14,1.21E+15,1.71E+15,1.52E+07,NeedManualLabel
192.168.0.108-192.168.0.1-1831-0-6,192.168.0.108,1831,192.168.0.1,0,6,23-03-2024 19:56,1039,2,1,40,0,20,20,20,0,0,0,0,0,38498.5563,2887.391723,519.5,723.3702372,1031,8,8,8,0,8,8,0,0,0,0,0,0,0,0,0,40,20,1924.927815,962.4639076,0,20,15,10,100,0,2,1,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,13,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2949-0-6,192.168.0.108,2949,192.168.0.1,0,6,23-03-2024 19:57,2529,2,1,52,0,26,26,26,0,0,0,0,0,20561.48675,1186.23962,1264.5,1776.959341,2521,8,8,8,0,8,8,0,0,0,0,0,0,0,0,0,40,20,790.8264136,395.4132068,0,26,19.5,13,169,0,2,1,0,1,0,0,0,0,26,26,0,0,0,0,0,0,0,0,17,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1644-0-6,192.168.0.108,1644,192.168.0.1,0,6,23-03-2024 19:56,1147,2,1,42,0,21,21,21,0,0,0,0,0,36617.26242,2615.518745,573.5,799.7377695,1139,8,8,8,0,8,8,0,0,0,0,0,0,0,0,0,40,20,1743.679163,871.8395815,0,21,15.75,10.5,110.25,0,2,1,0,1,0,0,0,0,21,21,0,0,0,0,0,0,0,0,14,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2906-0-6,192.168.0.108,2906,192.168.0.1,0,6,23-03-2024 19:57,3251,2,1,124,0,62,62,62,0,0,0,0,0,38142.11012,922.7929868,1625.5,2284.66201,3241,10,10,10,0,10,10,0,0,0,0,0,0,0,0,0,40,20,615.1953245,307.5976623,0,62,46.5,31,961,0,2,1,0,1,0,0,0,0,62,62,0,0,0,0,0,0,0,0,41,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1046-0-6,192.168.0.108,1046,192.168.0.1,0,6,23-03-2024 19:57,2094,2,1,96,0,48,48,48,0,0,0,0,0,45845.27221,1432.664756,1047,1473.610532,2089,5,5,5,0,5,5,0,0,0,0,0,0,0,0,0,40,20,955.1098376,477.5549188,0,48,36,24,576,0,2,1,0,1,0,0,0,0,48,48,0,0,0,0,0,0,0,0,32,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-95.216.192.15-34281-123-17,192.168.0.108,34281,95.216.192.15,123,17,23-03-2024 20:03,190413,2,1,96,48,48,48,48,0,48,48,48,0,756.2508862,15.7552268,95206.5,134632.424,190406,7,7,7,0,7,7,0,0,0,0,0,0,0,0,0,16,8,10.50348453,5.251742265,48,48,48,0,0,0,0,0,0,0,0,0,0,0,64,48,48,0,0,0,0,0,0,0,32,0,16,0,0,1,8,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1652-0-6,192.168.0.108,1652,192.168.0.1,0,6,23-03-2024 19:56,2291,2,1,42,0,21,21,21,0,0,0,0,0,18332.60585,1309.471846,1145.5,1608.667927,2283,8,8,8,0,8,8,0,0,0,0,0,0,0,0,0,40,20,872.9812309,436.4906155,0,21,15.75,10.5,110.25,0,2,1,0,1,0,0,0,0,21,21,0,0,0,0,0,0,0,0,14,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1063-0-6,192.168.0.108,1063,192.168.0.1,0,6,23-03-2024 19:57,2010,2,1,88,0,44,44,44,0,0,0,0,0,43781.09453,1492.537313,1005,1407.142495,2000,10,10,10,0,10,10,0,0,0,0,0,0,0,0,0,40,20,995.0248756,497.5124378,0,44,33,22,484,0,2,1,0,1,0,0,0,0,44,44,0,0,0,0,0,0,0,0,29,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-95.216.192.15-49239-123-17,192.168.0.108,49239,95.216.192.15,123,17,23-03-2024 20:00,175591,2,1,96,48,48,48,48,0,48,48,48,0,820.0875899,17.08515812,87795.5,124146.0305,175580,11,11,11,0,11,11,0,0,0,0,0,0,0,0,0,16,8,11.39010542,5.695052708,48,48,48,0,0,0,0,0,0,0,0,0,0,0,64,48,48,0,0,0,0,0,0,0,32,0,16,0,0,1,8,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1648-0-6,192.168.0.108,1648,192.168.0.1,0,6,23-03-2024 19:56,1279,2,1,42,0,21,21,21,0,0,0,0,0,32838.15481,2345.582486,639.5,893.0758646,1271,8,8,8,0,8,8,0,0,0,0,0,0,0,0,0,40,20,1563.721658,781.8608288,0,21,15.75,10.5,110.25,0,2,1,0,1,0,0,0,0,21,21,0,0,0,0,0,0,0,0,14,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1050-0-6,192.168.0.108,1050,192.168.0.1,0,6,23-03-2024 19:57,18090335,4,2,184,0,48,44,46,2.309401077,0,0,0,0,10.17117704,0.331668817,3618067,8088876.427,1.81E+07,7,1.81E+07,6029760.333,1.04E+07,1.81E+07,7,1.81E+07,1.81E+07,0,1.81E+07,1.81E+07,0,0,0,0,80,40,0.221112544,0.110556272,0,48,32.57142857,22.32231427,498.2857143,0,4,2,0,2,0,0,0,0,38,46,0,0,0,0,0,0,0,0,30,0,0,512,0,3,20,1384,0,1384,1384,8.56E+14,1.21E+15,1.71E+15,1.81E+07,NeedManualLabel
192.168.0.108-192.168.0.1-2901-0-6,192.168.0.108,2901,192.168.0.1,0,6,23-03-2024 19:57,2588,2,1,124,0,62,62,62,0,0,0,0,0,47913.44668,1159.196291,1294,1818.678641,2580,8,8,8,0,8,8,0,0,0,0,0,0,0,0,0,40,20,772.797527,386.3987635,0,62,46.5,31,961,0,2,1,0,1,0,0,0,0,62,62,0,0,0,0,0,0,0,0,41,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2325-0-6,192.168.0.108,2325,192.168.0.1,0,6,23-03-2024 19:56,1198,2,1,174,0,87,87,87,0,0,0,0,0,145242.0701,2504.173623,599,830.1433611,1186,12,12,12,0,12,12,0,0,0,0,0,0,0,0,0,40,20,1669.449082,834.7245409,0,87,65.25,43.5,1892.25,0,2,1,0,1,0,0,0,0,87,87,0,0,0,0,0,0,0,0,58,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2961-0-6,192.168.0.108,2961,192.168.0.1,0,6,23-03-2024 19:57,46334,2,1,52,0,26,26,26,0,0,0,0,0,1122.28601,64.74726982,23167,32748.94346,46324,10,10,10,0,10,10,0,0,0,0,0,0,0,0,0,40,20,43.16484655,21.58242327,0,26,19.5,13,169,0,2,1,0,1,0,0,0,0,26,26,0,0,0,0,0,0,0,0,17,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2957-0-6,192.168.0.108,2957,192.168.0.1,0,6,23-03-2024 19:57,1804,2,1,52,0,26,26,26,0,0,0,0,0,28824.8337,1662.971175,902,1260.064284,1793,11,11,11,0,11,11,0,0,0,0,0,0,0,0,0,40,20,1108.64745,554.3237251,0,26,19.5,13,169,0,2,1,0,1,0,0,0,0,26,26,0,0,0,0,0,0,0,0,17,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2784-0-6,192.168.0.108,2784,192.168.0.1,0,6,23-03-2024 19:58,1991,2,1,100,0,50,50,50,0,0,0,0,0,50226.01708,1506.780512,995.5,1399.36432,1985,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,40,20,1004.520342,502.2601708,0,50,37.5,25,625,0,2,1,0,1,0,0,0,0,50,50,0,0,0,0,0,0,0,0,33,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1059-0-6,192.168.0.108,1059,192.168.0.1,0,6,23-03-2024 19:57,18090959,4,2,184,0,48,44,46,2.309401077,0,0,0,0,10.17082621,0.331657376,3618191.8,8087759.734,1.81E+07,5,1.81E+07,6029884.333,1.04E+07,1.81E+07,5,1.81E+07,1.81E+07,0,1.81E+07,1.81E+07,0,0,0,0,80,40,0.221104918,0.110552459,0,48,32.57142857,22.32231427,498.2857143,0,4,2,0,2,0,0,0,0,38,46,0,0,0,0,0,0,0,0,30,0,0,512,0,3,20,3632,0,3632,3632,8.56E+14,1.21E+15,1.71E+15,1.81E+07,NeedManualLabel
192.168.0.108-192.168.0.1-1836-0-6,192.168.0.108,1836,192.168.0.1,0,6,23-03-2024 19:57,1115,2,1,40,0,20,20,20,0,0,0,0,0,35874.43946,2690.58296,557.5,779.9387796,1109,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,40,20,1793.721973,896.8609865,0,20,15,10,100,0,2,1,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,13,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-1714-0-6,192.168.0.108,1714,192.168.0.1,0,6,23-03-2024 19:56,1041,2,1,20,0,10,10,10,0,0,0,0,0,19212.29587,2881.84438,520.5,726.1986643,1034,7,7,7,0,7,7,0,0,0,0,0,0,0,0,0,40,20,1921.229587,960.6147935,0,10,7.5,5,25,0,2,1,0,1,0,0,0,0,10,10,0,0,0,0,0,0,0,0,6,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2908-0-6,192.168.0.108,2908,192.168.0.1,0,6,23-03-2024 19:57,3538,2,1,124,0,62,62,62,0,0,0,0,0,35048.04975,847.9366874,1769,2493.25851,3532,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,40,20,565.2911249,282.6455625,0,62,46.5,31,961,0,2,1,0,1,0,0,0,0,62,62,0,0,0,0,0,0,0,0,41,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2909-0-6,192.168.0.108,2909,192.168.0.1,0,6,23-03-2024 19:57,1296,2,1,124,0,62,62,62,0,0,0,0,0,95679.01235,2314.814815,648,905.0966799,1288,8,8,8,0,8,8,0,0,0,0,0,0,0,0,0,40,20,1543.209877,771.6049383,0,62,46.5,31,961,0,2,1,0,1,0,0,0,0,62,62,0,0,0,0,0,0,0,0,41,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2129-0-6,192.168.0.108,2129,192.168.0.1,0,6,23-03-2024 19:56,1261,2,1,182,0,91,91,91,0,0,0,0,0,144329.8969,2379.064235,630.5,880.3479426,1253,8,8,8,0,8,8,0,0,0,0,0,0,0,0,0,40,20,1586.042823,793.0214116,0,91,68.25,45.5,2070.25,0,2,1,0,1,0,0,0,0,91,91,0,0,0,0,0,0,0,0,60,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2781-0-6,192.168.0.108,2781,192.168.0.1,0,6,23-03-2024 19:58,2014,2,1,100,0,50,50,50,0,0,0,0,0,49652.43297,1489.572989,1007,1415.627776,2008,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,40,20,993.0486594,496.5243297,0,50,37.5,25,625,0,2,1,0,1,0,0,0,0,50,50,0,0,0,0,0,0,0,0,33,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-192.168.0.1-2951-0-6,192.168.0.108,2951,192.168.0.1,0,6,23-03-2024 19:57,1349,2,1,52,0,26,26,26,0,0,0,0,0,38547.07191,2223.869533,674.5,945.4017664,1343,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,40,20,1482.579689,741.2898443,0,26,19.5,13,169,0,2,1,0,1,0,0,0,0,26,26,0,0,0,0,0,0,0,0,17,0,0,512,0,1,20,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
192.168.0.108-95.216.192.15-45221-123-17,192.168.0.108,45221,95.216.192.15,123,17,23-03-2024 20:02,177956,2,1,96,48,48,48,48,0,48,48,48,0,809.1887882,16.85809975,88978,125825.4091,177950,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,16,8,11.23873317,5.619366585,48,48,48,0,0,0,0,0,0,0,0,0,0,0,64,48,48,0,0,0,0,0,0,0,32,0,16,0,0,1,8,0,0,0,0,1.71E+15,0,1.71E+15,1.71E+15,NeedManualLabel
